empid,promoted,training,manager,raise,salary,children,mstatus,age,sex,edu,vacation,weight,height,hrfriend,cxofriend,insurance,flexspend,retcont,race,disthome,testscore
7670,Yes,Yes,No,Yes,$20-$40k,1,divorced,44,Male,12,10,197.97,61.06,Yes,Yes,Covered,No,No,white,6,72
7671,Yes,Yes,No,No,$40-$80k,1,single,31,Male,12,15,276.28,71.5,Yes,Yes,Covered,No,No,white,30,68.5
7672,No,Yes,No,No,$20-$40k,3,married,39,Female,12,14,331.4,57.5,No,No,Covered,No,Yes,white,19,59.5
7673,Yes,Yes,No,No,$20-$40k,0,single,29,Male,16,10,271.71,66.68,No,Yes,Covered,No,No,other,17,77.5
7678,Yes,Yes,No,No,$20-$40k,1,single,27,Female,12,8,300.92,74.9,No,No,Medicaid,No,No,white,3,50
7680,Yes,No,No,No,$20-$40k,1,married,51,Female,12,13,122.38,53.72,No,No,Covered,No,No,white,27,76
7681,Yes,Yes,No,No,$20-$40k,1,single,50,Male,13,8,118.27,57.04,Yes,Yes,Covered & Medicaid,Yes,No,white,27,77
7685,No,No,No,Yes,$40-$80k,1,single,46,Male,16,15,175.85,72.33,No,No,Covered,No,No,white,39,82.5
7688,Yes,No,No,Yes,$20-$40k,1,married,40,Female,10,6,140.34,63.55,No,Yes,Covered,No,No,white,33,52.5
7690,Yes,No,No,Yes,$20-$40k,0,single,57,Female,14,9,91.79,56.75,Yes,No,Medicaid,No,No,white,30,73
7691,No,No,No,No,Under $20k,1,single,29,Female,10,11,147.47,57.04,No,Yes,Medicaid,No,Yes,black,19,70
7692,Yes,No,No,Yes,Under $20k,1,divorced,48,Male,10,10,167.86,57.68,No,No,Medicaid,No,No,white,13,59
7693,Yes,No,No,Yes,Under $20k,0,divorced,48,Male,9,8,139.73,61.06,Yes,No,Medicaid,No,No,white,19,64
7694,No,No,Yes,Yes,> $80k,0,single,53,Female,15,9,163.1,57.5,No,Yes,Covered,No,No,white,39,62.5
7695,No,No,No,Yes,Under $20k,0,single,43,Male,11,11,195.29,64.27,Yes,Yes,Covered & Medicaid,No,No,white,11,48
7696,No,Yes,No,No,Under $20k,1,single,20,Male,8,15,255.65,61.06,No,Yes,Medicaid,No,No,other,15,39
7698,Yes,Yes,No,No,Under $20k,1,single,18,Female,16,15,156.33,58.26,No,Yes,Covered,No,No,white,21,76
7700,Yes,No,No,No,Under $20k,1,single,33,Female,10,7,161.78,64.1,No,No,Medicaid,No,No,white,18,89
7703,Yes,No,No,No,Under $20k,0,divorced,54,Male,12,8,179.17,70.37,No,No,Medicaid,No,No,white,34,78.5
7708,No,Yes,Yes,No,> $80k,5,married,45,Male,15,8,202.81,71.5,No,Yes,Covered,Yes,No,white,29,45.5
7710,Yes,No,No,Yes,Under $20k,0,single,55,Female,14,9,130.63,71.88,Yes,Yes,Covered & Medicaid,No,No,white,31,69.5
7713,Yes,No,No,Yes,Under $20k,2,single,34,Male,6,9,441.92,67.49,Yes,Yes,Medicaid,No,No,white,34,88.5
7714,Yes,No,No,No,Under $20k,2,married,30,Female,12,11,113.33,65.94,Yes,Yes,Covered & Medicaid,No,Yes,black,14,80.5
7715,Yes,No,No,Yes,Under $20k,1,divorced,56,Male,12,7,104.93,58.65,No,No,Covered & Medicaid,No,No,white,12,67.5
7716,Yes,No,No,No,$20-$40k,4,married,50,Male,11,12,166.26,71.52,Yes,No,Medicaid,Yes,No,white,30,89.5
7717,Yes,No,No,Yes,Under $20k,2,divorced,45,Male,10,10,219.41,64.27,No,Yes,Covered,No,No,white,26,95
7719,No,No,Yes,No,$40-$80k,0,single,49,Female,14,7,70.46,56.49,Yes,No,Covered,No,Yes,white,38,44.5
7721,Yes,Yes,No,No,Under $20k,1,single,49,Male,12,10,198.21,57.84,No,No,Covered & Medicaid,Yes,No,white,3,59.5
7722,Yes,No,No,Yes,Under $20k,1,married,49,Male,12,10,111.4,67.49,No,No,Medicaid,No,No,black,30,58.5
7726,Yes,No,No,No,Under $20k,2,single,28,Male,0,13,152.58,69.22,Yes,Yes,Medicaid,No,No,white,11,72.5
7728,No,No,Yes,Yes,$40-$80k,1,single,57,Female,12,7,131.78,64.1,No,Yes,Covered,No,No,white,34,52.5
7730,Yes,No,No,Yes,Under $20k,2,divorced,30,Female,14,10,120.9,55.99,No,No,Covered,No,No,other,22,80
7738,Yes,No,No,Yes,Under $20k,2,single,37,Male,11,10,205.94,60.26,No,No,Medicaid,Yes,No,black,15,78.5
7739,Yes,No,No,Yes,Under $20k,2,divorced,51,Male,10,8,155.87,60.26,No,No,Medicaid,No,No,white,35,94
7740,Yes,No,No,Yes,$20-$40k,1,single,50,Male,9,15,139.77,65.88,Yes,Yes,Medicaid,No,No,white,27,74.5
7742,Yes,No,No,No,Under $20k,2,divorced,60,Female,10,8,137.3,52.96,Yes,No,Covered & Medicaid,No,No,white,15,98
7743,Yes,Yes,No,No,Under $20k,0,single,31,Male,9,8,166.86,60.26,No,Yes,Medicaid,No,No,white,15,48.5
7744,No,Yes,No,Yes,Under $20k,1,single,46,Male,10,10,184.13,63.41,Yes,No,Other,No,No,white,1,43
7745,Yes,Yes,No,No,Under $20k,1,married,37,Male,12,10,181.56,68.64,No,No,Medicaid,Yes,No,black,16,56.5
7746,No,Yes,No,No,Under $20k,4,married,49,Female,8,11,201.88,63.55,Yes,No,Medicaid,Yes,No,black,26,69
7747,No,No,No,Yes,$20-$40k,2,married,46,Male,8,9,202.21,73.11,Yes,No,Covered & Medicaid,No,No,white,11,42
7751,Yes,No,No,Yes,Under $20k,2,divorced,36,Female,14,10,103.84,55.23,No,Yes,Covered,No,No,other,24,79
7754,Yes,No,No,Yes,$20-$40k,0,single,63,Female,9,8,119.06,68.99,No,Yes,Covered & Medicare,Yes,No,white,35,70
7755,No,No,No,Yes,Under $20k,1,single,53,Female,7,11,204.11,62.04,No,No,Covered & Medicaid,No,No,white,38,41.5
7756,Yes,Yes,No,Yes,Under $20k,0,single,64,Male,8,11,179.33,70.7,Yes,No,Medicare,No,No,white,26,52.5
7757,No,No,No,No,Under $20k,2,divorced,47,Female,8,12,164.58,70.07,No,No,Medicaid,No,No,black,32,47.5
7758,Yes,No,No,No,Under $20k,1,single,20,Female,11,10,106.02,62.04,Yes,Yes,Medicaid,Yes,No,black,16,67
7759,No,No,No,No,$20-$40k,0,married,42,Female,11,17,229.25,68.85,No,No,Covered,Yes,No,white,23,38
7762,Yes,No,No,Yes,Under $20k,1,single,49,Male,9,9,102.68,61.86,Yes,No,Medicaid,No,No,white,31,83
7763,Yes,No,No,No,$20-$40k,2,divorced,59,Female,13,8,145.92,64.31,No,Yes,Medicaid,Yes,No,white,30,84.5
7764,No,Yes,No,Yes,Under $20k,1,single,52,Female,12,15,95,69.53,No,Yes,Covered & Medicaid,Yes,No,white,1,42
7765,Yes,Yes,No,Yes,$20-$40k,3,married,37,Female,13,8,82.21,64.64,No,Yes,Covered & Medicaid,No,No,white,15,54.5
7766,Yes,Yes,Yes,No,> $80k,1,single,41,Female,15,13,93.77,62.47,Yes,Yes,Covered,Yes,No,other,22,55.5
7767,Yes,No,No,No,Under $20k,0,single,49,Male,12,15,160.19,73.91,No,Yes,Medicaid,No,Yes,white,31,68.5
7768,Yes,No,No,Yes,Under $20k,1,single,49,Male,4,10,138.88,58.65,Yes,Yes,Covered,No,No,white,12,87.5
7769,Yes,No,Yes,No,> $80k,1,divorced,37,Male,20,12,162.9,63.47,Yes,No,Covered,No,No,white,19,49
7770,No,Yes,Yes,No,$40-$80k,1,single,18,Male,17,15,145.66,64.02,Yes,Yes,Other,No,Yes,other,22,51.5
7771,Yes,No,No,No,$20-$40k,2,single,54,Female,8,9,118.85,53.72,Yes,No,Covered & Medicaid,Yes,No,white,31,73.5
7773,Yes,Yes,No,No,Under $20k,2,divorced,50,Female,9,8,119.9,64.1,Yes,No,Medicaid,No,No,black,10,68
7774,Yes,Yes,No,No,Under $20k,1,married,47,Female,11,6,180.97,70.36,No,Yes,Medicaid,No,Yes,white,1,51
7778,Yes,No,No,Yes,$40-$80k,1,divorced,46,Male,15,9,163.11,64.78,Yes,Yes,Covered,No,No,white,23,80.5
7781,Yes,Yes,No,Yes,$20-$40k,0,single,39,Female,14,7,167.52,66.58,Yes,Yes,Covered,No,No,white,25,66
7783,Yes,No,Yes,No,> $80k,0,single,36,Female,16,15,125.05,61.93,Yes,Yes,Covered,No,Yes,other,14,79
7785,Yes,No,Yes,No,$40-$80k,2,divorced,40,Male,14,7,120.42,57.84,Yes,Yes,Covered,No,No,white,24,79
7786,Yes,No,No,No,Under $20k,0,single,29,Female,11,11,199.35,59.01,Yes,Yes,Medicaid,No,No,other,29,80.5
7789,Yes,Yes,No,No,$40-$80k,2,divorced,42,Female,14,7,149.53,73.39,Yes,Yes,Covered,No,No,white,28,49.5
7793,Yes,No,No,Yes,Under $20k,0,single,26,Male,12,8,50.93,61.86,Yes,Yes,Covered,No,No,white,13,66
7794,Yes,Yes,No,Yes,Under $20k,2,divorced,18,Male,14,10,179.41,76.32,Yes,Yes,Covered,No,No,white,8,71.5
7795,Yes,No,No,No,$20-$40k,1,divorced,53,Male,17,11,94.03,68.06,Yes,Yes,Other,No,Yes,white,32,87.5
7796,Yes,Yes,Yes,No,> $80k,2,married,45,Male,20,10,230.97,58.65,No,Yes,Covered,No,No,white,9,57
7800,Yes,Yes,Yes,No,> $80k,0,single,52,Male,14,6,180.37,63.47,No,Yes,Covered,Yes,No,white,26,57.5
7801,Yes,No,No,Yes,$40-$80k,1,single,18,Female,12,15,164.4,70.36,Yes,No,Covered,Yes,No,black,16,51.5
7802,Yes,Yes,Yes,Yes,$40-$80k,1,married,31,Female,12,15,107.8,64.1,No,Yes,Covered,No,No,other,8,64
7804,No,Yes,No,No,$20-$40k,0,single,51,Male,12,10,206.79,65.89,No,No,Covered & Medicaid,Yes,No,white,24,62.5
7808,Yes,No,No,No,Under $20k,2,single,24,Male,13,13,194.77,73.91,No,Yes,Medicaid,No,No,white,39,85
7810,Yes,Yes,No,Yes,$20-$40k,2,single,55,Male,12,12,108.88,59.41,Yes,Yes,Covered & Medicaid,No,No,other,30,52.5
7811,Yes,No,No,No,$40-$80k,1,single,44,Male,10,8,174.06,59.45,No,Yes,Covered,Yes,No,white,27,76.5
7813,No,No,No,No,Under $20k,2,single,47,Female,14,13,131.69,54.32,No,Yes,Medicaid,No,No,white,40,69
7815,Yes,No,No,No,$20-$40k,1,single,41,Male,6,15,137.16,61.86,No,No,Covered,No,Yes,white,15,100
7817,Yes,Yes,No,Yes,$20-$40k,2,divorced,53,Male,8,7,156.93,57.04,Yes,No,Covered & Medicaid,No,No,white,1,59.5
7820,Yes,No,No,Yes,Under $20k,2,divorced,38,Male,12,10,123.4,73.36,Yes,No,Covered & Medicaid,No,No,white,31,58
7821,Yes,No,Yes,No,> $80k,2,single,45,Male,12,9,162.92,63.47,Yes,Yes,Covered,Yes,No,white,16,78.5
7822,Yes,No,No,Yes,Under $20k,1,single,38,Male,7,15,137.74,57.68,No,No,Other,No,No,other,12,84
7824,Yes,No,No,Yes,Under $20k,1,single,40,Male,11,8,124.54,64.27,No,Yes,Medicaid,No,No,white,37,65
7826,Yes,No,No,Yes,$20-$40k,5,married,55,Male,8,10,179.34,74.32,No,No,Covered & Medicaid,No,Yes,white,40,68
7828,No,Yes,No,Yes,Under $20k,0,single,45,Male,7,10,183.39,80.34,No,Yes,Covered,No,No,black,26,35.5
7830,Yes,No,No,Yes,Under $20k,5,married,60,Male,11,8,123.52,56.24,No,Yes,Medicaid,No,No,white,20,82
7831,Yes,No,No,Yes,Under $20k,0,single,51,Male,10,9,112.1,68.64,No,No,Medicaid,No,No,white,30,63
7836,Yes,Yes,No,Yes,Under $20k,1,divorced,20,Female,11,11,87.82,67.36,Yes,Yes,Medicaid,No,No,black,2,66
7838,Yes,No,No,No,$20-$40k,1,married,54,Male,15,7,94.78,57.04,No,No,Medicaid,No,No,white,33,91.5
7839,Yes,No,No,No,$20-$40k,0,divorced,45,Female,16,10,132.97,62.89,Yes,No,Covered,Yes,No,white,24,84.5
7840,Yes,Yes,No,No,$40-$80k,2,married,45,Male,14,8,172.08,66.68,Yes,No,Covered,No,No,white,4,68
7843,Yes,No,Yes,No,$40-$80k,1,divorced,48,Male,11,12,203.96,74.72,Yes,No,Covered,Yes,No,white,30,75
7844,Yes,Yes,Yes,No,> $80k,1,single,37,Male,15,15,232.73,72.31,Yes,Yes,Covered,No,No,white,30,60
7846,Yes,No,No,No,Under $20k,2,divorced,52,Female,12,6,106.26,54.32,No,No,Covered & Medicaid,No,No,white,27,80.5
7847,No,No,No,No,Under $20k,0,single,53,Male,3,13,179.02,66.68,Yes,No,Medicaid,Yes,No,black,20,66.5
7849,Yes,No,No,No,Under $20k,2,divorced,35,Male,14,9,182.78,75.52,Yes,Yes,Covered,Yes,No,white,16,68.5
7850,Yes,No,No,Yes,$20-$40k,2,single,60,Male,12,10,145.02,56.24,No,No,Covered & Medicaid,Yes,No,white,14,52
7851,Yes,No,No,No,Under $20k,2,married,23,Female,11,11,125.86,61.93,Yes,No,Medicaid,No,No,white,38,69.5
7852,Yes,Yes,No,Yes,Under $20k,1,divorced,31,Female,11,9,147.59,54.86,No,Yes,Medicaid,Yes,No,white,4,57.5
7853,Yes,No,No,Yes,$20-$40k,2,married,46,Female,12,9,104.51,56.75,Yes,No,Medicaid,No,No,black,25,74
7854,No,No,Yes,Yes,> $80k,2,single,48,Female,13,15,133.82,55.41,Yes,No,Covered,No,No,white,19,58
7855,No,Yes,No,No,Under $20k,4,married,51,Female,11,8,152.83,66.81,Yes,No,Covered & Medicaid,No,No,black,9,37
7856,Yes,Yes,No,No,Under $20k,1,single,26,Female,12,11,138.51,65.45,No,No,Medicaid,No,No,white,29,63.5
7860,Yes,No,No,No,Under $20k,1,single,26,Male,12,6,155.98,72.31,No,Yes,Medicaid,Yes,No,black,11,75
7861,Yes,Yes,No,No,Under $20k,1,married,29,Male,12,10,146.21,70.7,Yes,No,Covered & Medicaid,No,No,white,13,57
7862,Yes,Yes,No,Yes,Under $20k,0,divorced,56,Male,10,10,166.84,63.47,No,Yes,Medicaid,No,No,white,26,71.5
7864,Yes,No,No,No,Under $20k,2,divorced,53,Male,8,6,132.18,69.9,Yes,Yes,Medicaid,No,No,white,34,68
7866,No,No,No,Yes,Under $20k,2,divorced,36,Female,8,7,190.42,60.3,Yes,Yes,Medicaid,No,No,white,17,25.5
7867,Yes,No,No,No,$20-$40k,4,married,53,Male,12,11,195.92,67.49,No,No,Covered & Medicaid,No,No,white,27,57
7871,No,No,No,Yes,Under $20k,0,married,48,Male,8,15,171.39,67.49,Yes,Yes,Medicaid,No,No,white,14,46
7874,No,No,No,Yes,Under $20k,0,single,46,Male,9,15,214.39,70.7,Yes,No,Medicaid,No,Yes,white,21,33.5
7875,No,No,No,Yes,Under $20k,1,single,24,Male,12,15,173.87,57.04,No,No,Other,No,No,black,25,82.5
7876,Yes,No,No,No,$40-$80k,2,single,21,Female,13,15,103.78,69.53,Yes,No,Covered,No,No,white,39,74.5
7877,No,No,No,Yes,Under $20k,0,single,20,Male,11,13,252.49,59.45,Yes,No,Medicaid,No,No,black,28,52
7882,Yes,Yes,No,Yes,$20-$40k,1,single,53,Male,11,8,194.59,61.06,No,No,Covered & Medicaid,No,No,white,6,49
7883,No,Yes,No,No,Under $20k,0,single,39,Male,10,10,170.36,61.06,No,No,Covered,Yes,No,white,7,27
7884,Yes,No,No,No,Under $20k,0,divorced,18,Female,14,6,124.64,58.12,No,No,Covered,No,No,white,15,87.5
7885,Yes,No,No,Yes,$20-$40k,1,single,60,Male,12,8,148.8,61.06,Yes,Yes,Covered & Medicaid,Yes,No,white,22,52.5
7886,No,Yes,No,Yes,Under $20k,3,divorced,52,Male,10,10,202.69,70.57,No,No,Covered & Medicaid,No,No,white,28,57
7887,Yes,No,Yes,No,$40-$80k,2,single,44,Female,12,14,120.78,68.85,Yes,Yes,Covered,No,No,white,22,85.5
7888,Yes,Yes,No,Yes,Under $20k,2,single,43,Male,10,9,184.95,66.68,Yes,Yes,Medicaid,No,No,white,22,73
7889,Yes,Yes,No,Yes,$20-$40k,0,single,52,Male,8,9,178.68,67.49,Yes,No,Covered & Medicaid,Yes,No,white,14,63.5
7890,Yes,Yes,Yes,No,> $80k,2,divorced,34,Female,12,9,209.96,60.84,Yes,No,Covered,Yes,No,white,25,48
7892,Yes,Yes,No,No,Under $20k,0,single,46,Female,8,14,116.54,65.07,Yes,No,Covered & Medicaid,No,No,white,12,74
7894,Yes,No,No,No,Under $20k,1,single,45,Male,10,10,161.72,71.5,No,Yes,Covered & Medicaid,Yes,No,white,29,57
7897,Yes,Yes,No,No,Under $20k,2,single,63,Male,0,10,183.06,60.26,No,Yes,Medicare,Yes,No,black,10,47
7898,No,No,Yes,Yes,$40-$80k,5,married,18,Female,12,8,133.6,59.75,Yes,No,Covered,No,No,white,30,63.5
7900,Yes,No,No,No,$40-$80k,0,single,43,Male,16,15,157.76,78.73,Yes,Yes,Covered,No,Yes,white,16,89
7901,Yes,No,No,No,Under $20k,1,single,34,Female,12,10,168.17,60.3,Yes,Yes,Medicaid,No,Yes,black,14,78
7903,No,Yes,No,No,$20-$40k,2,divorced,48,Male,16,7,185.93,78.73,Yes,Yes,Covered & Medicaid,No,No,white,17,45.5
7904,No,Yes,No,Yes,Under $20k,0,single,24,Female,10,13,157.72,63.28,Yes,Yes,Medicaid,No,No,black,10,52.5
7908,Yes,Yes,No,No,Under $20k,2,married,47,Female,9,15,131.5,56.49,No,Yes,Covered & Medicaid,No,No,white,17,72
7911,No,Yes,No,Yes,$20-$40k,1,single,59,Male,12,13,142.7,68.06,Yes,Yes,Medicaid,No,No,white,16,53.5
7913,No,Yes,Yes,No,> $80k,2,single,30,Male,20,15,147.42,67.49,No,No,Covered,Yes,No,white,26,35.5
7919,Yes,No,No,Yes,$20-$40k,1,single,61,Female,8,10,102.69,63.01,Yes,Yes,Covered,No,No,white,39,55
7920,Yes,No,No,No,Under $20k,2,divorced,54,Male,10,8,121.84,59.41,Yes,No,Medicaid,No,No,white,35,71
7921,No,No,Yes,No,> $80k,2,single,35,Female,12,15,216.02,68.09,Yes,Yes,Covered,No,Yes,white,33,73
7923,Yes,No,No,Yes,Under $20k,1,divorced,39,Female,11,9,253.5,62.04,Yes,No,Covered & Medicaid,No,No,white,15,82
7924,No,No,Yes,No,> $80k,0,divorced,39,Male,16,10,176.05,69.09,No,No,Covered,No,No,white,13,54.5
7925,No,No,No,Yes,Under $20k,2,divorced,47,Female,10,8,211.91,61.28,No,Yes,Medicaid,No,No,white,35,67
7926,No,No,No,No,$40-$80k,2,single,34,Female,16,7,143.51,64.64,Yes,Yes,Covered,No,Yes,white,31,66
7927,Yes,Yes,No,No,Under $20k,0,single,29,Female,12,11,143.42,64.31,No,Yes,Medicaid,No,No,white,12,47.5
7930,Yes,No,No,Yes,Under $20k,3,divorced,55,Female,14,10,157.26,68.09,No,No,Medicaid,Yes,No,white,11,58.5
7931,No,Yes,No,Yes,Under $20k,0,single,42,Male,15,11,187.45,72.31,No,Yes,Covered & Medicaid,Yes,No,white,28,54.5
7932,Yes,No,No,Yes,Under $20k,1,single,41,Female,14,11,164.96,64.31,Yes,No,Covered,No,No,white,31,86
7933,No,No,No,No,$20-$40k,2,divorced,53,Female,18,11,113.33,59.01,Yes,Yes,Covered & Medicaid,No,Yes,white,30,26
7934,Yes,Yes,No,No,$40-$80k,1,single,36,Male,12,10,165.82,69.09,Yes,Yes,Covered,No,No,white,14,53.5
7936,No,No,No,No,Under $20k,0,single,26,Male,18,16,173.89,61.86,Yes,No,Medicaid,No,No,black,14,71.5
7937,No,Yes,Yes,No,> $80k,1,single,40,Male,16,11,176.27,77.95,No,Yes,Covered,No,No,white,27,29.5
7938,No,Yes,No,No,Under $20k,1,married,46,Female,10,10,189.06,62.04,Yes,No,Covered & Medicaid,Yes,No,white,3,55.5
7939,Yes,Yes,No,No,Under $20k,0,divorced,40,Male,13,10,183.26,78.73,Yes,No,Covered,No,No,black,13,60.5
7940,Yes,No,No,No,Under $20k,4,married,33,Female,8,9,162.48,74.15,Yes,Yes,Covered,Yes,No,black,27,59.5
7941,No,No,Yes,No,$40-$80k,1,single,21,Male,10,15,173.9,61.06,Yes,No,Covered,No,No,white,16,61.5
7943,No,Yes,No,No,Under $20k,0,divorced,53,Male,12,7,143.36,67.49,Yes,Yes,Medicaid,Yes,No,other,20,42
7946,No,No,No,No,Under $20k,1,divorced,54,Female,10,10,124.48,59.01,Yes,Yes,Medicaid,No,No,white,31,25
7948,Yes,Yes,Yes,No,$40-$80k,1,single,56,Female,16,15,166.3,55.99,No,Yes,Covered,No,No,white,17,56
7949,Yes,No,No,No,$20-$40k,1,single,38,Female,12,15,150.55,74.15,No,Yes,Covered,Yes,Yes,white,29,64.5
7952,No,No,No,Yes,Under $20k,2,divorced,22,Female,11,7,156.38,52.96,No,No,Medicaid,No,No,white,27,59
7953,No,No,No,No,$20-$40k,1,single,18,Female,17,15,138.72,61.92,No,Yes,Covered,No,Yes,white,19,53
7954,No,Yes,Yes,No,> $80k,1,single,32,Male,16,12,140.46,69.09,Yes,No,Covered,No,No,black,7,24
7958,Yes,Yes,No,Yes,$20-$40k,1,divorced,65,Female,14,9,128.99,66.28,Yes,No,Medicare,No,No,black,18,51
7959,Yes,Yes,No,No,Under $20k,3,married,34,Male,7,7,229.8,68.29,No,No,Medicaid,Yes,No,black,23,59.5
7961,Yes,Yes,No,Yes,$40-$80k,2,divorced,48,Male,9,11,162.65,57.04,No,Yes,Covered,No,No,white,25,67
7963,Yes,No,No,No,$20-$40k,0,single,34,Male,10,11,152.88,73.11,No,No,Covered,No,No,white,29,68
7964,No,No,No,Yes,Under $20k,1,single,19,Male,10,15,173.96,66.68,No,Yes,Covered,No,No,black,13,42.5
7965,Yes,No,Yes,No,$40-$80k,2,single,40,Male,12,7,170.97,66.68,Yes,Yes,Covered,No,No,white,17,85
7966,No,Yes,No,Yes,Under $20k,2,married,44,Female,12,13,178.8,56.75,No,No,Covered,Yes,No,white,14,39.5
7967,No,No,No,No,$20-$40k,0,married,55,Male,16,10,210.97,69.9,No,No,Covered & Medicaid,Yes,No,white,12,51
7968,Yes,No,No,No,Under $20k,2,single,53,Male,10,12,163.96,57.84,Yes,Yes,Covered & Medicaid,No,Yes,white,33,64.5
7969,Yes,No,No,No,$40-$80k,0,divorced,35,Male,12,10,175.15,65.18,Yes,Yes,Covered,Yes,No,other,35,85
7970,Yes,No,No,Yes,> $80k,1,single,35,Male,16,8,171.35,56.24,Yes,No,Covered,No,No,white,12,76.5
7972,Yes,Yes,No,No,Under $20k,1,single,43,Male,8,15,168.88,58.83,No,No,Other,Yes,Yes,white,3,57
7973,Yes,No,No,Yes,Under $20k,1,single,58,Female,12,9,106.79,54.86,Yes,No,Medicaid,No,No,white,32,78.5
7974,No,Yes,No,No,Under $20k,4,married,29,Female,12,9,187.87,65.82,Yes,Yes,Medicaid,Yes,No,black,10,39
7975,Yes,No,No,No,Under $20k,0,single,33,Male,9,9,145.74,62.29,No,Yes,Medicaid,Yes,No,other,28,55
7977,No,No,No,No,$20-$40k,3,married,55,Female,0,6,119.89,54.86,No,Yes,Medicaid,Yes,No,white,19,58.5
7986,No,No,Yes,No,$40-$80k,0,married,43,Female,17,17,140.73,62.04,Yes,No,Covered,No,No,black,38,54
7988,Yes,No,No,No,Under $20k,3,married,39,Male,12,10,133.56,59.99,Yes,Yes,Medicaid,No,No,white,15,52
7989,Yes,Yes,No,No,$40-$80k,2,single,41,Male,7,7,97.01,70.95,Yes,No,Covered,Yes,No,other,17,68
7993,No,Yes,No,No,Under $20k,2,single,44,Female,11,8,129.32,58.26,Yes,Yes,Medicaid,No,No,white,11,43
7995,No,Yes,No,No,$20-$40k,0,single,18,Female,12,15,99.03,56.49,Yes,Yes,Covered,No,No,white,11,27.5
7997,No,No,No,No,$20-$40k,1,single,49,Male,12,15,145.72,56.24,Yes,No,Covered & Medicaid,Yes,No,white,33,34.5
7998,Yes,Yes,No,Yes,Under $20k,2,divorced,37,Male,11,10,188.55,60.26,Yes,Yes,Covered,No,No,black,8,79.5
7999,No,Yes,No,Yes,Under $20k,2,single,18,Female,9,12,294.17,56.75,No,Yes,Other,No,No,black,15,46
8001,Yes,Yes,No,No,$20-$40k,1,single,40,Male,9,10,192,65.08,Yes,Yes,Covered,Yes,No,white,27,80
8003,No,No,No,Yes,Under $20k,2,divorced,41,Female,12,12,150.1,60.3,No,Yes,Medicaid,No,No,black,15,45
8004,Yes,Yes,No,No,Under $20k,1,divorced,41,Male,11,10,160.24,71.5,Yes,No,Other,No,No,white,28,54.5
8006,No,No,No,Yes,Under $20k,0,single,51,Female,8,12,155.28,69.61,Yes,No,Medicaid,No,No,white,19,67
8008,Yes,Yes,No,No,Under $20k,1,single,33,Male,15,6,205.89,58.65,No,No,Medicaid,Yes,No,black,27,48
8009,No,No,No,No,Under $20k,4,married,36,Male,12,12,226.62,74.72,No,No,Medicaid,No,No,white,33,28
8011,No,No,No,Yes,$20-$40k,0,married,50,Female,9,11,200.45,60.53,No,Yes,Medicaid,No,No,white,36,72.5
8012,Yes,No,No,No,Under $20k,1,single,32,Male,9,10,154.53,65.41,Yes,Yes,Other,Yes,No,white,33,84.5
8015,Yes,Yes,No,Yes,Under $20k,1,single,54,Male,12,11,139.17,70.7,Yes,Yes,Covered & Medicaid,Yes,No,white,28,73.5
8018,Yes,Yes,No,Yes,Under $20k,4,married,49,Female,15,7,186.52,56.75,Yes,Yes,Medicaid,No,No,black,8,68
8020,Yes,No,Yes,No,> $80k,5,married,54,Male,16,7,175.55,69.09,No,Yes,Covered,Yes,No,white,17,62
8024,Yes,No,No,Yes,Under $20k,2,married,58,Female,15,6,93.39,57.5,Yes,Yes,Medicaid,Yes,No,white,27,69
8025,No,No,No,No,$20-$40k,0,single,27,Male,16,7,161.77,80.34,Yes,No,Medicaid,No,Yes,other,17,51.5
8028,Yes,Yes,No,No,Under $20k,2,single,42,Female,10,11,160.1,64.64,Yes,Yes,Medicaid,Yes,No,white,11,51.5
8029,Yes,No,No,No,Under $20k,2,married,59,Female,8,8,130.15,62.8,Yes,Yes,Medicaid,No,No,white,18,49
8031,No,No,No,No,Under $20k,1,single,52,Male,14,17,217.38,73.91,Yes,No,Medicaid,Yes,No,white,13,54.5
8032,No,Yes,No,No,Under $20k,0,single,18,Male,12,15,171.42,75.52,No,No,Other,No,No,black,25,35
8034,Yes,No,Yes,No,$40-$80k,2,divorced,52,Female,14,11,118.54,55.99,Yes,Yes,Covered,No,No,other,27,54.5
8035,Yes,No,Yes,No,> $80k,0,single,62,Male,15,11,120.32,71.5,No,No,Medicare,Yes,Yes,white,13,92
8040,Yes,Yes,Yes,No,> $80k,1,single,53,Female,12,13,189.44,59.77,Yes,No,Covered,Yes,Yes,white,21,76
8045,No,No,Yes,No,> $80k,1,divorced,45,Male,17,9,211.67,73.11,Yes,No,Covered,No,No,white,34,36
8047,Yes,No,No,Yes,$20-$40k,1,single,60,Female,8,7,158.45,62.8,No,No,Covered & Medicaid,No,No,white,12,76
8055,Yes,Yes,No,No,Under $20k,1,single,43,Female,10,11,160.1,53.72,Yes,Yes,Covered,No,No,white,6,65
8056,Yes,No,No,No,Under $20k,2,single,66,Female,11,8,197.26,61.28,No,Yes,Medicare & Medicaid,No,Yes,black,28,60.5
8057,Yes,No,No,Yes,Under $20k,0,single,57,Male,11,9,101.72,65.88,Yes,Yes,Medicaid,No,No,white,13,59.5
8059,Yes,No,No,Yes,$20-$40k,1,married,54,Female,7,9,179.5,68.16,Yes,No,Covered & Medicaid,No,No,white,19,58.5
